Time (hours),Average Load (kW),Simulation 1,Simulation 2,Simulation 3,Simulation 4,Simulation 5,Simulation 6,Simulation 7,Simulation 8,Simulation 9,Simulation 10,Simulation 11,Simulation 12,Simulation 13,Simulation 14,Simulation 15,Simulation 16,Simulation 17,Simulation 18,Simulation 19,Simulation 20,Simulation 21,Simulation 22,Simulation 23,Simulation 24,Simulation 25,Simulation 26,Simulation 27,Simulation 28,Simulation 29,Simulation 30
4.66,78.0,60.0,120.0,60.0,120.0,180.0,60.0,0.0,120.0,120.0,60.0,60.0,0.0,0.0,60.0,120.0,120.0,180.0,0.0,0.0,180.0,0.0,60.0,240.0,0.0,60.0,60.0,120.0,120.0,0.0,60.0
4.67,78.0,60.0,120.0,60.0,120.0,180.0,60.0,0.0,120.0,120.0,60.0,60.0,0.0,0.0,60.0,120.0,120.0,180.0,0.0,0.0,180.0,0.0,60.0,180.0,0.0,60.0,60.0,120.0,120.0,60.0,60.0
4.68,80.0,60.0,120.0,60.0,120.0,120.0,60.0,0.0,180.0,120.0,120.0,60.0,0.0,0.0,60.0,120.0,120.0,180.0,0.0,0.0,180.0,0.0,60.0,120.0,0.0,60.0,60.0,120.0,180.0,60.0,60.0
4.69,76.0,60.0,60.0,60.0,120.0,120.0,60.0,0.0,180.0,120.0,120.0,60.0,0.0,0.0,60.0,120.0,60.0,180.0,0.0,0.0,180.0,0.0,60.0,120.0,0.0,60.0,60.0,120.0,180.0,60.0,60.0
4.7,74.0,60.0,60.0,60.0,120.0,120.0,60.0,0.0,180.0,120.0,120.0,60.0,0.0,0.0,60.0,120.0,60.0,120.0,0.0,0.0,180.0,0.0,60.0,120.0,0.0,60.0,60.0,120.0,180.0,60.0,60.0
4.71,74.0,60.0,60.0,60.0,120.0,120.0,60.0,0.0,180.0,120.0,120.0,60.0,0.0,0.0,60.0,120.0,60.0,120.0,0.0,0.0,180.0,0.0,60.0,120.0,0.0,60.0,60.0,120.0,180.0,60.0,60.0
4.72,72.0,60.0,60.0,60.0,120.0,120.0,60.0,0.0,180.0,120.0,120.0,60.0,0.0,0.0,60.0,120.0,60.0,120.0,0.0,0.0,180.0,0.0,0.0,120.0,0.0,60.0,60.0,120.0,180.0,60.0,60.0
4.73,76.0,60.0,60.0,60.0,120.0,120.0,60.0,0.0,180.0,120.0,120.0,120.0,0.0,0.0,120.0,120.0,60.0,120.0,0.0,0.0,180.0,0.0,0.0,60.0,0.0,60.0,60.0,180.0,180.0,60.0,60.0
4.74,70.0,60.0,60.0,60.0,120.0,120.0,60.0,0.0,180.0,120.0,120.0,120.0,0.0,0.0,120.0,60.0,60.0,0.0,0.0,0.0,180.0,0.0,0.0,60.0,0.0,60.0,60.0,180.0,180.0,60.0,60.0
4.75,68.0,60.0,60.0,60.0,120.0,120.0,60.0,0.0,120.0,120.0,120.0,120.0,0.0,0.0,120.0,60.0,60.0,0.0,0.0,0.0,180.0,0.0,0.0,60.0,0.0,60.0,60.0,180.0,180.0,60.0,60.0
4.76,70.0,60.0,60.0,60.0,120.0,120.0,60.0,0.0,120.0,120.0,120.0,120.0,0.0,0.0,120.0,60.0,60.0,0.0,0.0,0.0,180.0,0.0,0.0,60.0,0.0,120.0,60.0,180.0,180.0,60.0,60.0
4.7700000000000005,70.0,60.0,60.0,60.0,120.0,120.0,60.0,0.0,120.0,120.0,120.0,120.0,0.0,0.0,120.0,60.0,60.0,60.0,0.0,0.0,120.0,0.0,0.0,60.0,0.0,120.0,60.0,180.0,180.0,60.0,60.0
4.78,68.0,60.0,60.0,60.0,60.0,120.0,60.0,60.0,120.0,120.0,120.0,120.0,0.0,0.0,120.0,60.0,0.0,60.0,0.0,60.0,120.0,0.0,0.0,60.0,0.0,120.0,60.0,180.0,120.0,60.0,60.0
4.79,64.0,60.0,60.0,60.0,60.0,120.0,60.0,60.0,120.0,120.0,120.0,0.0,0.0,0.0,120.0,60.0,0.0,60.0,0.0,60.0,120.0,0.0,0.0,60.0,0.0,120.0,60.0,180.0,120.0,60.0,60.0
4.8,66.0,60.0,60.0,60.0,60.0,120.0,60.0,60.0,120.0,120.0,120.0,60.0,0.0,0.0,120.0,60.0,0.0,60.0,0.0,60.0,120.0,0.0,0.0,60.0,0.0,120.0,60.0,180.0,120.0,60.0,60.0
4.8100000000000005,64.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,120.0,120.0,180.0,60.0,0.0,0.0,120.0,60.0,60.0,60.0,0.0,60.0,60.0,0.0,0.0,60.0,0.0,120.0,60.0,180.0,120.0,60.0,0.0
4.82,62.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,120.0,180.0,60.0,0.0,0.0,120.0,60.0,60.0,60.0,0.0,60.0,60.0,0.0,0.0,60.0,0.0,120.0,60.0,180.0,120.0,60.0,0.0
4.83,66.0,60.0,60.0,120.0,60.0,60.0,60.0,60.0,60.0,60.0,180.0,60.0,0.0,0.0,120.0,60.0,120.0,60.0,0.0,60.0,60.0,0.0,60.0,60.0,0.0,120.0,60.0,180.0,120.0,60.0,0.0
4.84,64.0,0.0,60.0,120.0,60.0,60.0,60.0,60.0,60.0,60.0,120.0,60.0,0.0,0.0,120.0,60.0,120.0,60.0,60.0,60.0,60.0,0.0,60.0,60.0,0.0,120.0,60.0,180.0,120.0,60.0,0.0
4.8500000000000005,60.0,0.0,60.0,120.0,60.0,60.0,60.0,60.0,0.0,60.0,120.0,60.0,0.0,0.0,120.0,60.0,120.0,60.0,60.0,60.0,60.0,0.0,60.0,60.0,0.0,120.0,60.0,120.0,120.0,60.0,0.0
4.86,58.0,0.0,60.0,120.0,60.0,60.0,60.0,60.0,0.0,60.0,120.0,60.0,0.0,0.0,60.0,60.0,120.0,60.0,60.0,60.0,60.0,0.0,60.0,60.0,0.0,120.0,60.0,120.0,120.0,60.0,0.0
4.87,58.0,0.0,60.0,180.0,60.0,60.0,60.0,60.0,0.0,60.0,120.0,60.0,0.0,0.0,60.0,0.0,120.0,60.0,60.0,60.0,60.0,0.0,60.0,60.0,0.0,60.0,60.0,120.0,120.0,60.0,60.0
4.88,58.0,0.0,60.0,180.0,60.0,60.0,0.0,60.0,0.0,60.0,120.0,60.0,0.0,0.0,120.0,0.0,120.0,60.0,60.0,60.0,60.0,0.0,60.0,60.0,0.0,60.0,60.0,120.0,120.0,60.0,60.0
4.89,56.0,0.0,60.0,180.0,0.0,60.0,0.0,60.0,0.0,60.0,60.0,60.0,0.0,0.0,180.0,0.0,120.0,60.0,60.0,60.0,60.0,0.0,60.0,60.0,0.0,60.0,60.0,120.0,120.0,60.0,60.0
4.9,58.0,0.0,60.0,180.0,60.0,60.0,0.0,60.0,0.0,60.0,60.0,60.0,0.0,0.0,180.0,0.0,120.0,60.0,120.0,0.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0,60.0,120.0,60.0,60.0
4.91,60.0,0.0,60.0,180.0,60.0,60.0,0.0,60.0,0.0,120.0,60.0,60.0,0.0,0.0,180.0,0.0,120.0,60.0,120.0,0.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0,60.0,120.0,60.0,60.0
4.92,54.0,0.0,60.0,120.0,60.0,60.0,0.0,60.0,0.0,120.0,60.0,60.0,0.0,0.0,180.0,0.0,120.0,60.0,120.0,0.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0
4.93,56.0,0.0,60.0,120.0,60.0,60.0,0.0,60.0,0.0,120.0,60.0,60.0,0.0,0.0,180.0,0.0,120.0,60.0,120.0,0.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0,0.0,120.0,60.0,60.0
4.94,56.0,0.0,60.0,120.0,60.0,60.0,0.0,60.0,0.0,120.0,60.0,60.0,0.0,0.0,180.0,0.0,120.0,60.0,120.0,0.0,60.0,0.0,60.0,120.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0
4.95,52.0,0.0,60.0,120.0,60.0,0.0,0.0,60.0,0.0,120.0,60.0,60.0,0.0,0.0,180.0,0.0,120.0,60.0,120.0,0.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0
4.96,48.0,0.0,60.0,120.0,60.0,0.0,0.0,0.0,0.0,120.0,60.0,60.0,0.0,0.0,180.0,0.0,120.0,60.0,120.0,0.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,0.0,60.0,60.0,60.0
4.97,50.0,0.0,60.0,120.0,60.0,0.0,0.0,0.0,0.0,120.0,60.0,60.0,0.0,0.0,180.0,0.0,120.0,60.0,120.0,0.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0,0.0,60.0,0.0,120.0
4.98,52.0,0.0,60.0,120.0,60.0,0.0,0.0,0.0,0.0,120.0,60.0,60.0,0.0,0.0,240.0,0.0,120.0,0.0,120.0,0.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,60.0,0.0,120.0
4.99,50.0,0.0,0.0,120.0,60.0,0.0,0.0,0.0,0.0,120.0,60.0,60.0,0.0,0.0,240.0,0.0,120.0,0.0,120.0,0.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,60.0,0.0,120.0
5.0,46.0,60.0,0.0,120.0,60.0,0.0,0.0,0.0,0.0,60.0,0.0,60.0,0.0,0.0,240.0,0.0,120.0,0.0,120.0,0.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,60.0,0.0,60.0
5.01,50.0,60.0,0.0,120.0,60.0,60.0,60.0,0.0,0.0,60.0,0.0,60.0,0.0,0.0,240.0,0.0,60.0,0.0,120.0,0.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,120.0,0.0,60.0
5.0200000000000005,50.0,60.0,0.0,120.0,60.0,60.0,60.0,0.0,0.0,60.0,0.0,60.0,0.0,0.0,180.0,0.0,60.0,0.0,120.0,0.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,120.0,0.0,120.0
5.03,50.0,60.0,0.0,60.0,60.0,60.0,60.0,0.0,0.0,60.0,0.0,60.0,0.0,0.0,240.0,0.0,60.0,0.0,120.0,0.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,120.0,0.0,120.0
5.04,50.0,60.0,0.0,60.0,60.0,60.0,60.0,0.0,0.0,60.0,0.0,60.0,0.0,0.0,240.0,0.0,60.0,0.0,120.0,0.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,120.0,0.0,120.0
5.05,50.0,60.0,0.0,60.0,60.0,60.0,60.0,0.0,0.0,60.0,0.0,60.0,0.0,0.0,240.0,0.0,60.0,0.0,120.0,0.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,120.0,0.0,120.0
5.0600000000000005,48.0,60.0,0.0,60.0,60.0,60.0,60.0,0.0,0.0,60.0,0.0,60.0,0.0,0.0,180.0,0.0,0.0,60.0,120.0,0.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,120.0,0.0,120.0
5.07,50.0,60.0,0.0,60.0,60.0,60.0,60.0,0.0,0.0,60.0,60.0,60.0,0.0,0.0,180.0,0.0,0.0,60.0,120.0,0.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,120.0,0.0,120.0
5.08,56.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0,60.0,0.0,0.0,180.0,0.0,0.0,60.0,120.0,0.0,60.0,60.0,60.0,60.0,120.0,60.0,60.0,0.0,120.0,0.0,120.0
5.09,58.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0,60.0,0.0,0.0,180.0,0.0,0.0,60.0,120.0,0.0,60.0,60.0,60.0,60.0,120.0,60.0,60.0,60.0,120.0,0.0,120.0
5.1000000000000005,62.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,60.0,120.0,60.0,60.0,0.0,0.0,180.0,0.0,0.0,60.0,120.0,0.0,120.0,60.0,60.0,60.0,120.0,60.0,60.0,60.0,120.0,0.0,120.0
5.11,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,120.0,60.0,60.0,0.0,0.0,180.0,0.0,0.0,60.0,120.0,0.0,60.0,60.0,60.0,60.0,120.0,60.0,60.0,60.0,60.0,0.0,120.0
5.12,64.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,120.0,60.0,60.0,0.0,0.0,180.0,0.0,0.0,60.0,120.0,0.0,60.0,120.0,60.0,60.0,120.0,60.0,120.0,60.0,60.0,0.0,120.0
5.13,70.0,60.0,60.0,60.0,120.0,60.0,60.0,120.0,60.0,120.0,60.0,60.0,0.0,0.0,180.0,0.0,0.0,60.0,120.0,0.0,60.0,120.0,60.0,60.0,120.0,60.0,120.0,60.0,120.0,0.0,120.0
5.14,72.0,60.0,60.0,60.0,120.0,120.0,60.0,120.0,60.0,120.0,60.0,60.0,0.0,0.0,180.0,0.0,0.0,60.0,120.0,0.0,60.0,120.0,60.0,60.0,120.0,60.0,120.0,60.0,120.0,0.0,120.0
5.15,70.0,60.0,60.0,60.0,120.0,120.0,60.0,120.0,60.0,120.0,60.0,60.0,0.0,0.0,180.0,0.0,0.0,60.0,120.0,0.0,60.0,120.0,60.0,60.0,120.0,60.0,120.0,60.0,120.0,0.0,60.0
5.16,76.0,60.0,60.0,60.0,120.0,180.0,60.0,120.0,120.0,180.0,60.0,60.0,0.0,0.0,180.0,0.0,0.0,60.0,120.0,0.0,60.0,120.0,60.0,60.0,120.0,60.0,120.0,60.0,120.0,0.0,60.0
5.17,66.0,60.0,60.0,60.0,120.0,120.0,60.0,120.0,120.0,180.0,60.0,60.0,0.0,0.0,180.0,0.0,0.0,60.0,60.0,0.0,60.0,120.0,0.0,60.0,120.0,0.0,60.0,60.0,120.0,0.0,60.0
5.18,72.0,120.0,60.0,0.0,120.0,120.0,60.0,180.0,120.0,180.0,60.0,60.0,0.0,0.0,180.0,0.0,0.0,60.0,120.0,0.0,60.0,120.0,0.0,60.0,120.0,0.0,60.0,60.0,180.0,0.0,60.0
5.19,70.0,120.0,0.0,0.0,120.0,120.0,60.0,180.0,120.0,180.0,60.0,120.0,0.0,0.0,180.0,0.0,0.0,60.0,120.0,0.0,60.0,120.0,0.0,60.0,0.0,0.0,120.0,60.0,180.0,0.0,60.0
5.2,66.0,120.0,0.0,0.0,120.0,120.0,60.0,180.0,120.0,180.0,0.0,120.0,0.0,0.0,180.0,0.0,0.0,60.0,120.0,0.0,60.0,60.0,0.0,60.0,0.0,0.0,120.0,60.0,180.0,0.0,60.0
5.21,64.0,180.0,0.0,0.0,60.0,120.0,60.0,180.0,120.0,180.0,0.0,120.0,60.0,0.0,120.0,0.0,0.0,60.0,120.0,0.0,60.0,60.0,0.0,60.0,0.0,0.0,60.0,60.0,180.0,0.0,60.0
5.22,68.0,180.0,0.0,0.0,60.0,120.0,60.0,180.0,120.0,240.0,0.0,60.0,60.0,0.0,120.0,0.0,0.0,60.0,120.0,0.0,60.0,120.0,0.0,120.0,0.0,0.0,60.0,60.0,180.0,0.0,60.0
5.23,74.0,180.0,0.0,0.0,120.0,120.0,60.0,180.0,120.0,300.0,0.0,60.0,60.0,0.0,120.0,0.0,60.0,60.0,60.0,60.0,60.0,120.0,0.0,120.0,0.0,0.0,60.0,60.0,180.0,0.0,60.0
5.24,72.0,180.0,0.0,0.0,120.0,120.0,60.0,180.0,60.0,300.0,0.0,60.0,60.0,0.0,120.0,0.0,60.0,60.0,60.0,60.0,60.0,120.0,0.0,120.0,0.0,0.0,60.0,60.0,180.0,0.0,60.0
5.25,74.0,180.0,0.0,0.0,120.0,120.0,60.0,180.0,60.0,300.0,0.0,60.0,60.0,0.0,120.0,0.0,60.0,60.0,60.0,60.0,120.0,120.0,0.0,120.0,0.0,0.0,60.0,60.0,180.0,0.0,60.0
5.26,78.0,180.0,0.0,0.0,120.0,120.0,60.0,180.0,60.0,300.0,0.0,60.0,120.0,0.0,120.0,0.0,60.0,60.0,60.0,60.0,180.0,120.0,0.0,120.0,0.0,0.0,60.0,60.0,180.0,0.0,60.0
5.2700000000000005,78.0,180.0,0.0,60.0,120.0,120.0,60.0,180.0,60.0,300.0,0.0,60.0,120.0,0.0,120.0,0.0,60.0,60.0,60.0,60.0,180.0,120.0,0.0,120.0,0.0,0.0,60.0,60.0,120.0,0.0,60.0
5.28,84.0,180.0,0.0,60.0,120.0,120.0,60.0,180.0,60.0,300.0,0.0,60.0,120.0,0.0,120.0,0.0,60.0,60.0,60.0,60.0,180.0,120.0,60.0,120.0,0.0,0.0,60.0,60.0,120.0,60.0,120.0
5.29,88.0,180.0,0.0,60.0,120.0,120.0,120.0,180.0,60.0,300.0,0.0,60.0,120.0,0.0,120.0,0.0,60.0,60.0,60.0,60.0,180.0,120.0,60.0,120.0,0.0,60.0,60.0,60.0,120.0,60.0,120.0
5.3,90.0,180.0,0.0,60.0,120.0,120.0,120.0,180.0,60.0,360.0,0.0,60.0,120.0,0.0,120.0,0.0,60.0,60.0,60.0,60.0,180.0,120.0,60.0,120.0,0.0,60.0,60.0,60.0,120.0,60.0,120.0
5.3100000000000005,86.0,180.0,0.0,60.0,60.0,120.0,60.0,180.0,60.0,360.0,0.0,60.0,120.0,0.0,120.0,0.0,60.0,60.0,60.0,60.0,180.0,120.0,60.0,120.0,0.0,60.0,60.0,60.0,120.0,60.0,120.0
5.32,86.0,120.0,0.0,120.0,60.0,120.0,60.0,180.0,60.0,360.0,0.0,60.0,120.0,0.0,120.0,0.0,60.0,60.0,60.0,60.0,180.0,120.0,60.0,120.0,0.0,60.0,60.0,60.0,120.0,60.0,120.0
5.33,86.0,120.0,0.0,120.0,0.0,120.0,60.0,180.0,60.0,420.0,0.0,60.0,120.0,0.0,120.0,0.0,60.0,60.0,60.0,60.0,180.0,120.0,120.0,60.0,0.0,60.0,60.0,60.0,120.0,60.0,120.0
5.34,102.0,180.0,0.0,180.0,0.0,120.0,60.0,240.0,60.0,420.0,60.0,60.0,120.0,0.0,240.0,0.0,120.0,60.0,60.0,60.0,240.0,120.0,120.0,60.0,0.0,60.0,60.0,60.0,120.0,60.0,120.0
5.3500000000000005,102.0,180.0,0.0,180.0,0.0,120.0,60.0,240.0,60.0,420.0,60.0,60.0,120.0,0.0,180.0,0.0,120.0,60.0,60.0,60.0,240.0,120.0,120.0,60.0,0.0,60.0,60.0,60.0,120.0,120.0,120.0
5.36,108.0,180.0,0.0,180.0,0.0,180.0,60.0,240.0,60.0,420.0,60.0,60.0,120.0,60.0,240.0,0.0,120.0,60.0,120.0,60.0,180.0,120.0,120.0,60.0,0.0,60.0,60.0,60.0,120.0,120.0,120.0
5.37,106.0,180.0,0.0,180.0,0.0,180.0,120.0,240.0,120.0,420.0,60.0,60.0,120.0,60.0,240.0,0.0,120.0,0.0,120.0,60.0,180.0,120.0,120.0,60.0,0.0,60.0,60.0,0.0,120.0,60.0,120.0
5.38,108.0,180.0,0.0,180.0,0.0,180.0,120.0,240.0,120.0,420.0,60.0,120.0,120.0,60.0,240.0,0.0,120.0,0.0,120.0,0.0,180.0,120.0,120.0,60.0,0.0,120.0,60.0,0.0,120.0,60.0,120.0
5.39,110.0,120.0,0.0,180.0,0.0,180.0,120.0,240.0,120.0,480.0,120.0,120.0,120.0,60.0,240.0,0.0,120.0,0.0,120.0,0.0,180.0,120.0,120.0,60.0,0.0,120.0,60.0,0.0,120.0,60.0,120.0
5.4,118.0,120.0,0.0,180.0,0.0,120.0,120.0,240.0,120.0,540.0,120.0,180.0,120.0,60.0,300.0,0.0,120.0,0.0,120.0,0.0,180.0,120.0,120.0,60.0,0.0,180.0,60.0,0.0,120.0,60.0,180.0
5.41,118.0,120.0,0.0,180.0,0.0,120.0,120.0,240.0,120.0,540.0,120.0,180.0,120.0,60.0,300.0,0.0,120.0,0.0,120.0,0.0,180.0,120.0,120.0,60.0,0.0,180.0,60.0,0.0,120.0,60.0,180.0
5.42,120.0,120.0,0.0,180.0,0.0,180.0,120.0,240.0,120.0,540.0,60.0,180.0,120.0,60.0,300.0,0.0,120.0,0.0,120.0,0.0,180.0,120.0,180.0,60.0,0.0,180.0,0.0,0.0,120.0,120.0,180.0
5.43,126.0,120.0,0.0,180.0,0.0,180.0,120.0,240.0,120.0,540.0,60.0,180.0,120.0,120.0,300.0,0.0,120.0,0.0,120.0,60.0,180.0,180.0,180.0,60.0,0.0,180.0,0.0,0.0,120.0,120.0,180.0
5.44,120.0,120.0,0.0,120.0,0.0,180.0,120.0,240.0,120.0,480.0,60.0,180.0,120.0,120.0,300.0,0.0,120.0,0.0,60.0,60.0,180.0,180.0,240.0,60.0,0.0,180.0,0.0,0.0,120.0,120.0,120.0
5.45,128.0,120.0,0.0,120.0,0.0,180.0,120.0,180.0,120.0,480.0,60.0,180.0,120.0,180.0,300.0,60.0,120.0,0.0,60.0,60.0,120.0,240.0,240.0,60.0,0.0,240.0,0.0,0.0,120.0,240.0,120.0
5.46,128.0,60.0,0.0,120.0,0.0,180.0,120.0,180.0,120.0,480.0,60.0,180.0,120.0,180.0,360.0,60.0,120.0,60.0,60.0,60.0,120.0,180.0,240.0,120.0,0.0,240.0,0.0,0.0,60.0,240.0,120.0
5.47,126.0,60.0,0.0,60.0,0.0,180.0,120.0,180.0,120.0,480.0,60.0,180.0,120.0,180.0,360.0,60.0,120.0,60.0,60.0,60.0,120.0,180.0,240.0,120.0,0.0,240.0,0.0,0.0,60.0,240.0,120.0
5.48,130.0,60.0,0.0,60.0,0.0,180.0,120.0,180.0,120.0,480.0,60.0,180.0,120.0,180.0,360.0,60.0,180.0,60.0,60.0,60.0,120.0,180.0,240.0,120.0,0.0,300.0,0.0,0.0,60.0,240.0,120.0
5.49,132.0,60.0,0.0,60.0,0.0,180.0,180.0,180.0,120.0,480.0,60.0,120.0,120.0,180.0,360.0,60.0,180.0,60.0,60.0,60.0,120.0,180.0,240.0,120.0,0.0,300.0,0.0,0.0,60.0,240.0,180.0
5.5,134.0,60.0,0.0,60.0,0.0,180.0,180.0,180.0,120.0,480.0,60.0,180.0,120.0,180.0,360.0,60.0,180.0,60.0,60.0,60.0,120.0,180.0,240.0,60.0,0.0,300.0,0.0,0.0,120.0,240.0,180.0
5.51,138.0,120.0,0.0,60.0,60.0,180.0,180.0,180.0,120.0,480.0,60.0,180.0,120.0,180.0,360.0,60.0,180.0,60.0,60.0,60.0,120.0,180.0,240.0,60.0,0.0,300.0,0.0,0.0,120.0,240.0,180.0
5.5200000000000005,144.0,120.0,0.0,60.0,60.0,180.0,180.0,180.0,120.0,480.0,60.0,180.0,120.0,180.0,360.0,60.0,240.0,60.0,60.0,60.0,120.0,180.0,240.0,60.0,0.0,300.0,60.0,60.0,120.0,240.0,180.0
5.53,138.0,120.0,0.0,60.0,60.0,180.0,180.0,180.0,120.0,420.0,60.0,180.0,120.0,180.0,360.0,60.0,240.0,60.0,60.0,60.0,120.0,180.0,240.0,0.0,0.0,240.0,60.0,60.0,120.0,240.0,180.0
5.54,150.0,120.0,0.0,60.0,60.0,180.0,240.0,180.0,120.0,480.0,120.0,120.0,120.0,240.0,300.0,60.0,240.0,120.0,60.0,60.0,120.0,180.0,300.0,0.0,0.0,300.0,60.0,60.0,120.0,300.0,180.0
5.55,150.0,60.0,0.0,60.0,60.0,180.0,240.0,180.0,120.0,480.0,180.0,120.0,120.0,240.0,300.0,60.0,240.0,120.0,120.0,60.0,60.0,180.0,300.0,0.0,0.0,300.0,60.0,60.0,120.0,300.0,180.0
5.5600000000000005,152.0,120.0,0.0,60.0,60.0,180.0,300.0,180.0,120.0,480.0,180.0,120.0,120.0,240.0,300.0,60.0,240.0,120.0,120.0,60.0,60.0,180.0,300.0,0.0,0.0,300.0,60.0,60.0,120.0,300.0,120.0
5.57,150.0,180.0,0.0,60.0,60.0,180.0,240.0,120.0,60.0,480.0,180.0,120.0,120.0,240.0,360.0,60.0,240.0,120.0,120.0,60.0,60.0,180.0,300.0,0.0,0.0,240.0,60.0,60.0,120.0,360.0,120.0
5.58,144.0,180.0,0.0,60.0,60.0,180.0,240.0,120.0,60.0,480.0,180.0,60.0,60.0,240.0,360.0,60.0,240.0,120.0,60.0,60.0,60.0,180.0,300.0,0.0,0.0,240.0,60.0,60.0,120.0,360.0,120.0
5.59,138.0,180.0,0.0,60.0,60.0,180.0,240.0,60.0,60.0,420.0,180.0,60.0,60.0,240.0,360.0,60.0,120.0,180.0,60.0,60.0,60.0,180.0,300.0,0.0,0.0,240.0,60.0,60.0,120.0,360.0,120.0
5.6000000000000005,142.0,180.0,0.0,60.0,60.0,180.0,240.0,60.0,60.0,420.0,180.0,60.0,60.0,300.0,360.0,60.0,120.0,180.0,60.0,60.0,120.0,180.0,300.0,0.0,60.0,180.0,60.0,60.0,120.0,360.0,120.0
5.61,142.0,180.0,0.0,60.0,60.0,180.0,240.0,60.0,120.0,420.0,180.0,60.0,60.0,360.0,300.0,60.0,120.0,240.0,60.0,120.0,120.0,180.0,300.0,0.0,60.0,120.0,0.0,60.0,60.0,360.0,120.0
5.62,138.0,180.0,0.0,60.0,60.0,180.0,180.0,60.0,120.0,300.0,180.0,120.0,60.0,360.0,300.0,60.0,120.0,240.0,60.0,120.0,120.0,180.0,300.0,0.0,60.0,120.0,0.0,60.0,60.0,360.0,120.0
5.63,140.0,180.0,0.0,60.0,0.0,180.0,180.0,60.0,120.0,300.0,180.0,120.0,60.0,360.0,240.0,120.0,180.0,300.0,60.0,120.0,60.0,180.0,300.0,0.0,60.0,120.0,0.0,60.0,60.0,420.0,120.0
5.64,138.0,180.0,0.0,60.0,0.0,240.0,180.0,60.0,180.0,300.0,180.0,120.0,60.0,360.0,240.0,120.0,180.0,300.0,60.0,120.0,60.0,180.0,240.0,0.0,60.0,120.0,0.0,0.0,60.0,360.0,120.0
5.65,136.0,180.0,0.0,60.0,0.0,240.0,180.0,60.0,180.0,240.0,180.0,120.0,60.0,360.0,240.0,120.0,180.0,300.0,0.0,120.0,60.0,180.0,240.0,0.0,60.0,120.0,60.0,0.0,60.0,360.0,120.0
5.66,136.0,180.0,0.0,120.0,0.0,240.0,180.0,60.0,180.0,240.0,180.0,120.0,60.0,360.0,180.0,120.0,180.0,300.0,0.0,120.0,60.0,180.0,180.0,0.0,60.0,120.0,60.0,0.0,60.0,420.0,120.0
5.67,144.0,180.0,0.0,120.0,0.0,240.0,180.0,60.0,240.0,240.0,180.0,120.0,120.0,360.0,240.0,120.0,180.0,300.0,0.0,120.0,60.0,180.0,180.0,60.0,60.0,120.0,60.0,0.0,60.0,420.0,120.0
5.68,148.0,240.0,0.0,120.0,0.0,240.0,180.0,0.0,300.0,240.0,180.0,120.0,120.0,300.0,240.0,120.0,180.0,300.0,0.0,120.0,60.0,180.0,120.0,60.0,120.0,120.0,120.0,0.0,60.0,420.0,180.0
5.69,150.0,240.0,0.0,120.0,0.0,300.0,180.0,0.0,300.0,300.0,240.0,120.0,120.0,240.0,240.0,120.0,120.0,300.0,0.0,60.0,60.0,180.0,120.0,120.0,120.0,120.0,120.0,0.0,60.0,420.0,180.0
5.7,150.0,180.0,0.0,120.0,0.0,300.0,180.0,0.0,300.0,300.0,240.0,120.0,120.0,180.0,240.0,120.0,120.0,300.0,0.0,180.0,60.0,180.0,120.0,120.0,120.0,120.0,120.0,0.0,60.0,420.0,180.0
5.71,140.0,180.0,0.0,120.0,0.0,240.0,180.0,0.0,240.0,300.0,240.0,120.0,60.0,180.0,180.0,120.0,180.0,240.0,0.0,180.0,60.0,120.0,60.0,120.0,120.0,180.0,120.0,60.0,0.0,420.0,180.0
5.72,144.0,180.0,0.0,120.0,0.0,180.0,120.0,0.0,240.0,300.0,360.0,180.0,60.0,180.0,180.0,120.0,180.0,240.0,0.0,180.0,60.0,120.0,60.0,120.0,120.0,180.0,120.0,120.0,0.0,420.0,180.0
